# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PVP01_0007620	PVP01_0007620	PVP01_0007620		3	7	35	92	0	0	0	1	5	2	0	4	34	0	0	0	0	1	0	0	7	83
PVP01_0007630	PVP01_0007630	PVP01_0007630		3	10	22	239	0	0	0	0	99	3	0	5	22	1	0	3	0	0	0	0	8	138
PVP01_0007640	PVP01_0007640	PVP01_0007640		20	16	58	289	0	1	1	1	90	17	0	2	56	0	0	0	0	3	0	0	16	197
PVP01_0007650	PVP01_0007650	PVP01_0007650		4	6	39	621	0	1	1	0	241	3	0	8	37	0	1	4	0	0	0	0	4	375
PVP01_0007660	PVP01_0007660	PVP01_0007660		2	28	64	583	0	0	0	0	182	2	0	21	64	0	0	2	0	0	0	0	26	382
PVP01_0007670	PVP01_0007670	PVP01_0007670		8	20	68	330	1	1	0	0	160	7	0	19	66	0	0	5	0	1	0	0	18	153
PVP01_0007680	PVP01_0007680	PVP01_0007680		8	23	67	222	1	1	1	1	32	5	0	10	63	0	1	2	0	2	0	0	21	183
PVP01_0007690	PVP01_0007690	PVP01_0007690		0	0	0	166	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	126
PVP01_0007700	PVP01_0007700	PVP01_0007700		3	9	37	158	0	0	2	0	5	2	0	6	35	0	0	1	1	0	0	0	9	147
PVP01_0007710	PVP01_0007710	PVP01_0007710		0	8	17	227	0	0	0	0	142	0	0	13	17	0	0	0	0	0	0	0	8	72
PVP01_0007720	PVP01_0007720	PVP01_0007720		6	8	25	391	0	1	0	0	92	6	0	2	24	0	0	1	0	0	0	0	7	298
PVP01_0007730	PVP01_0007730	PVP01_0007730		20	21	129	288	1	3	2	2	195	17	0	0	121	0	0	0	0	4	0	0	21	93
PVP01_0007740	PVP01_0007740	PVP01_0007740		0	3	21	511	0	0	1	0	170	0	0	19	20	0	0	0	0	0	0	0	3	322
PVP01_0007750	PVP01_0007750	PVP01_0007750		3	13	24	461	2	0	0	1	343	3	0	10	21	0	0	1	0	0	0	0	12	109
PVP01_0007760	PVP01_0007760	PVP01_0007760		9	32	102	357	0	0	0	0	127	8	0	38	102	0	0	5	0	1	0	0	28	196
PVP01_0007770	PVP01_0007770	PVP01_0007770		0	1	5	509	0	0	0	0	316	0	0	2	5	0	0	1	0	0	0	0	0	192
PVP01_0007780	PVP01_0007780	PVP01_0007780		16	13	51	343	1	3	1	3	132	16	0	27	43	0	0	0	0	0	0	0	13	184
PVP01_0007790	PVP01_0007790	PVP01_0007790		0	0	0	317	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	65
PVP01_0007800	PVP01_0007800	PVP01_0007800		2	11	5	334	0	0	0	0	235	2	0	14	5	0	0	4	0	0	0	0	7	89
PVP01_0007810	PVP01_0007810	PVP01_0007810		6	8	48	76	1	2	3	1	4	4	0	6	41	0	0	0	0	2	0	0	8	66
PVP01_0007820	PVP01_0007820	PVP01_0007820		10	9	60	196	0	1	0	0	18	10	0	1	59	0	0	0	0	1	0	0	9	177
PVP01_0007830	PVP01_0007830	PVP01_0007830		6	14	29	346	1	0	0	1	164	6	0	0	27	0	0	0	0	1	0	0	14	182
PVP01_0007840	PVP01_0007840	PVP01_0007840		3	10	24	282	0	0	1	1	87	2	0	13	22	0	0	2	0	1	0	0	8	184
PVP01_0007850	PVP01_0007850	PVP01_0007850		1	0	1	297	1	0	0	0	106	1	0	5	0	0	0	0	0	0	0	0	0	186
PVP01_0007860	PVP01_0007860	PVP01_0007860		14	9	10	231	1	0	1	0	141	13	0	12	8	0	1	3	0	0	0	0	6	82
PVP01_0007870	PVP01_0007870	PVP01_0007870		0	2	12	271	0	0	0	0	193	0	0	0	12	0	0	0	0	0	0	0	2	78
PVP01_0007880	PVP01_0007880	PVP01_0007880		0	0	0	158	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	80
PVP01_0007890	PVP01_0007890	PVP01_0007890		0	3	5	163	0	0	0	0	79	0	0	5	5	0	0	0	0	0	0	0	3	79
PVP01_0007900	PVP01_0007900	PVP01_0007900		6	8	23	234	1	1	0	0	80	6	0	3	21	0	0	0	0	1	0	0	8	151
PVP01_0007910	PVP01_0007910	PVP01_0007910		12	10	54	228	1	0	1	1	177	11	0	3	51	0	0	0	0	1	0	0	10	48
PVP01_0007920	PVP01_0007920	PVP01_0007920		7	20	89	517	0	0	1	0	130	6	0	13	88	0	0	4	0	1	0	0	18	376
PVP01_0007930	PVP01_0007930	PVP01_0007930		5	4	8	582	0	0	0	1	512	5	0	6	7	0	0	1	0	0	0	0	3	65
PVP01_0007940	PVP01_0007940	PVP01_0007940		0	0	0	521	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	237
PVP01_0007950	PVP01_0007950	PVP01_0007950		1	9	20	232	0	0	0	0	194	1	0	3	20	0	0	2	0	1	0	0	8	36
PVP01_0007960	PVP01_0007960	PVP01_0007960		4	9	35	312	0	0	1	0	174	4	0	9	34	0	0	1	0	0	0	0	8	130
PVP01_0007970	PVP01_0007970	PVP01_0007970		7	17	68	296	1	2	0	0	118	5	0	29	65	0	0	3	0	2	0	0	15	151
PVP01_0007980	PVP01_0007980	PVP01_0007980		0	1	3	277	0	0	0	0	84	0	0	0	3	0	0	0	0	0	0	0	1	193
PVP01_0007990	PVP01_0007990	PVP01_0007990		1	5	9	200	0	0	0	0	85	0	0	0	9	0	0	0	0	1	0	0	5	115
PVP01_0008000	PVP01_0008000	PVP01_0008000		0	0	1	186	0	0	0	0	100	0	0	0	1	0	0	0	0	0	0	0	0	86
PVP01_0008010	PVP01_0008010	PVP01_0008010		0	4	7	130	0	0	0	0	89	0	0	0	7	0	0	0	0	0	0	0	4	41
PVP01_0008020	PVP01_0008020	PVP01_0008020		0	3	1	209	0	0	0	0	97	0	0	3	1	0	0	1	0	0	0	0	3	109
PVP01_0008030	PVP01_0008030	PVP01_0008030		0	1	1	299	0	0	0	0	126	0	0	0	1	0	0	0	0	0	0	0	1	173
PVP01_0008040	PVP01_0008040	PVP01_0008040		10	5	32	360	0	0	0	0	222	10	0	6	32	0	0	0	0	0	0	0	5	132
PVP01_0008050	PVP01_0008050	PVP01_0008050		11	11	45	289	1	3	1	1	64	10	0	2	39	0	0	1	0	1	0	0	10	224
PVP01_0008060	PVP01_0008060	PVP01_0008060		2	0	4	182	0	0	0	0	151	2	0	0	4	0	0	0	0	0	0	0	0	31
PVP01_0008070	PVP01_0008070	PVP01_0008070		8	1	9	91	0	0	0	0	39	8	0	0	9	0	0	0	0	1	0	0	1	52
PVP01_0008080	PVP01_0008080	PVP01_0008080		2	0	4	164	0	0	0	0	64	2	0	0	4	0	0	0	0	0	0	0	0	100
PVP01_0008090	PVP01_0008090	PVP01_0008090		2	18	37	175	0	0	0	2	27	2	0	19	35	0	0	4	0	0	0	0	16	131
PVP01_0008100	PVP01_0008100	PVP01_0008100		3	4	13	200	0	0	0	0	43	3	0	9	13	0	0	1	0	0	0	0	3	149
PVP01_0008110	PVP01_0008110	PVP01_0008110		11	2	30	125	0	1	1	0	0	11	0	0	28	0	0	0	0	1	0	0	2	125
PVP01_0008120	PVP01_0008120	PVP01_0008120		4	12	49	201	0	0	0	0	40	2	0	1	49	0	0	0	0	2	0	0	12	160
PVP01_0008130	PVP01_0008130	PVP01_0008130		0	7	12	400	0	0	0	0	166	0	1	9	12	0	0	0	0	0	0	0	6	225
PVP01_0008140	PVP01_0008140	PVP01_0008140		13	15	48	469	0	0	1	0	336	12	0	3	47	0	0	1	0	2	0	1	14	130
PVP01_0008150	PVP01_0008150	PVP01_0008150		8	8	37	463	0	1	2	1	275	8	0	1	33	0	0	0	0	0	0	0	8	187
PVP01_0008160	PVP01_0008160	PVP01_0008160		3	0	1	401	0	0	0	0	206	3	0	7	1	0	0	0	0	0	0	0	0	188
PVP01_0008170	PVP01_0008170	PVP01_0008170		5	9	50	414	0	1	1	0	157	4	0	10	48	0	0	0	0	1	0	0	9	247
PVP01_0008180	PVP01_0008180	PVP01_0008180		2	1	4	412	0	1	1	0	259	2	0	0	2	0	0	0	0	0	0	0	1	153
PVP01_0008190	PVP01_0008190	PVP01_0008190		14	2	4	189	0	0	0	0	134	14	0	2	4	0	0	1	0	0	0	0	1	54
PVP01_0008200	PVP01_0008200	PVP01_0008200		8	11	53	176	0	1	1	1	105	8	0	20	50	0	0	2	0	0	0	0	10	52
PVP01_0008210	PVP01_0008210	PVP01_0008210		0	2	14	213	0	0	0	0	121	0	0	11	14	0	0	1	0	0	0	0	1	82
PVP01_0008220	PVP01_0008220	PVP01_0008220		12	13	52	227	1	1	2	0	51	9	0	0	48	0	0	0	0	3	0	0	13	176
PVP01_0008230	PVP01_0008230	PVP01_0008230		21	15	68	353	0	0	0	0	117	18	0	20	68	1	0	2	0	4	0	0	13	219
PVP01_0008240	PVP01_0008240	PVP01_0008240		15	25	38	332	0	0	0	0	82	12	0	49	38	0	1	12	0	2	0	0	18	209
PVP01_0008250	PVP01_0008250	PVP01_0008250		6	9	34	190	1	0	0	0	22	6	0	0	33	0	0	0	0	1	0	0	9	168
PVP01_0008260	PVP01_0008260	PVP01_0008260		3	0	6	221	0	0	0	1	154	3	0	0	5	0	0	0	0	0	0	0	0	67
PVP01_0008270	PVP01_0008270	PVP01_0008270		25	33	145	100	0	0	2	0	27	22	0	22	143	0	0	1	0	3	0	0	32	52
PVP01_0008280	PVP01_0008280	PVP01_0008280		2	1	2	73	0	0	0	0	71	2	0	3	2	0	0	1	0	0	0	0	0	0
PVP01_0008290	PVP01_0008290	PVP01_0008290		3	4	13	199	1	0	0	0	183	3	0	3	12	0	0	0	0	0	0	0	4	13
PVP01_0008300	PVP01_0008300	PVP01_0008300		5	27	54	258	1	0	0	0	175	4	0	21	53	0	0	4	0	1	0	0	23	66
PVP01_0008310	PVP01_0008310	PVP01_0008310		7	12	37	277	1	0	0	0	42	7	0	4	36	0	0	0	0	0	0	0	12	231
PVP01_0008320	PVP01_0008320	PVP01_0008320		0	0	1	308	0	0	0	0	170	0	0	0	1	0	0	0	0	0	0	0	0	138
PVP01_0008330	PVP01_0008330	PVP01_0008330		10	15	44	234	0	4	0	0	75	10	0	1	40	0	0	0	0	0	0	0	15	158
PVP01_0008340	PVP01_0008340	PVP01_0008340		0	0	1	225	0	0	0	0	82	0	0	0	1	0	0	0	0	0	0	0	0	143
PVP01_0008350	PVP01_0008350	PVP01_0008350		6	3	8	245	0	0	0	0	192	6	0	13	8	0	0	0	0	0	0	0	3	40
PVP01_0008360	PVP01_0008360	PVP01_0008360		20	22	75	143	2	1	0	1	22	17	0	7	71	0	0	0	0	3	0	0	22	114
PVP01_0008370	PVP01_0008370	PVP01_0008370		20	28	88	381	1	3	1	2	20	20	0	21	81	0	0	2	0	1	0	0	27	341
PVP01_0008380	PVP01_0008380	PVP01_0008380		24	34	139	535	0	2	2	0	298	23	0	0	135	0	0	0	0	1	0	0	34	237
PVP01_0008390	PVP01_0008390	PVP01_0008390		8	13	32	441	0	1	0	0	332	7	0	6	31	0	0	1	0	2	0	0	12	104
PVP01_0008400	PVP01_0008400	PVP01_0008400		0	0	0	259	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	101
PVP01_0008410	PVP01_0008410	PVP01_0008410		7	4	20	194	0	1	1	0	53	6	0	0	18	0	0	0	0	2	0	0	4	141
PVP01_0008420	PVP01_0008420	PVP01_0008420		14	8	49	208	0	0	0	0	85	14	0	13	49	0	0	2	0	0	0	0	6	112
PVP01_0008430	PVP01_0008430	PVP01_0008430		5	14	44	162	0	0	0	0	130	4	0	4	44	0	0	1	0	1	0	0	13	29
PVP01_0008440	PVP01_0008440	PVP01_0008440		0	0	1	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	30
PVP01_0008450	PVP01_0008450	PVP01_0008450		0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
PVP01_0008460	PVP01_0008460	PVP01_0008460		0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
PVP01_0008470	PVP01_0008470	PVP01_0008470		0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
PVP01_0008480	PVP01_0008480	PVP01_0008480		3	1	6	159	1	0	0	0	51	2	0	0	5	0	0	1	0	1	0	0	1	108
PVP01_0008490	PVP01_0008490	PVP01_0008490		2	0	4	279	0	0	1	0	116	2	0	0	3	0	0	0	0	0	0	0	0	163
PVP01_0008500	PVP01_0008500	PVP01_0008500		2	8	27	132	1	0	0	0	131	2	0	1	26	0	0	0	0	0	0	0	8	0
PVP01_0008510	PVP01_0008510	PVP01_0008510		0	0	0	106	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	66
PVP01_0008520	PVP01_0008520	PVP01_0008520		2	1	5	81	0	0	0	0	54	2	0	15	5	0	0	0	0	0	0	0	1	12
PVP01_0008530	PVP01_0008530	PVP01_0008530		5	17	53	107	0	0	0	0	89	4	0	19	53	0	0	1	0	1	0	0	16	0
PVP01_0008540	PVP01_0008540	PVP01_0008540		0	2	3	196	0	0	0	0	70	0	0	14	3	0	0	1	0	0	0	0	1	113
PVP01_0008550	PVP01_0008550	PVP01_0008550		3	7	25	215	0	1	1	0	94	3	0	4	23	0	0	0	0	0	0	0	7	117
PVP01_0008560	PVP01_0008560	PVP01_0008560		8	8	27	555	2	1	1	1	480	6	0	3	22	0	0	1	0	1	1	0	8	72
PVP01_0008570	PVP01_0008570	PVP01_0008570		20	32	113	802	1	1	0	0	546	16	0	29	111	0	0	5	0	5	0	0	29	230
PVP01_0008580	PVP01_0008580	PVP01_0008580		4	32	79	770	0	0	1	1	157	2	0	26	77	0	0	6	0	2	0	0	27	592
PVP01_0008590	PVP01_0008590	PVP01_0008590		0	5	9	548	0	0	0	0	144	0	0	3	9	0	0	2	0	0	0	0	4	402
PVP01_0008600	PVP01_0008600	PVP01_0008600		15	23	58	198	1	4	1	3	139	14	0	0	49	0	0	0	0	2	0	0	23	59
PVP01_0008610	PVP01_0008610	PVP01_0008610		0	1	4	155	0	0	0	0	155	0	0	0	4	0	0	0	0	0	0	0	1	0
PVP01_0008620	PVP01_0008620	PVP01_0008620		0	1	14	217	0	1	0	0	44	0	0	1	13	0	0	0	0	0	0	0	1	172
PVP01_0008630	PVP01_0008630	PVP01_0008630		2	8	22	229	0	1	0	0	60	2	0	4	21	0	0	0	0	0	0	0	8	165
PVP01_0008640	PVP01_0008640	PVP01_0008640		7	15	46	287	0	1	0	0	154	7	0	9	45	0	0	1	0	0	0	0	14	125
PVP01_0008650	PVP01_0008650	PVP01_0008650		0	5	16	304	0	0	0	0	149	0	0	11	16	0	0	1	0	0	0	1	4	144
PVP01_0008660	PVP01_0008660	PVP01_0008660		2	7	17	362	1	0	0	1	215	2	0	0	15	0	0	0	0	0	0	0	7	147
PVP01_0008670	PVP01_0008670	PVP01_0008670		7	9	17	224	0	0	1	2	4	7	0	10	14	0	0	4	0	0	0	0	8	211
PVP01_0008680	PVP01_0008680	PVP01_0008680		0	0	2	154	0	0	0	0	50	0	0	0	2	0	0	0	0	0	0	0	0	104
PVP01_0008690	PVP01_0008690	PVP01_0008690		1	3	20	28	0	0	0	0	11	1	0	8	20	0	0	1	0	0	0	0	3	9
PVP01_0008700	PVP01_0008700	PVP01_0008700		6	8	48	96	0	1	1	1	77	6	0	0	45	0	0	0	0	0	0	0	8	19
PVP01_0008710	PVP01_0008710	PVP01_0008710		16	9	19	162	1	2	1	1	67	16	0	14	14	0	0	3	0	0	0	0	6	84
PVP01_0008720	PVP01_0008720	PVP01_0008720		11	13	34	258	0	1	0	0	188	11	0	1	33	0	0	0	0	0	0	0	13	69
PVP01_0008730	PVP01_0008730	PVP01_0008730		18	11	33	293	0	3	1	1	114	17	0	11	28	0	0	1	0	1	0	0	10	169
PVP01_0008740	PVP01_0008740	PVP01_0008740		3	6	15	178	0	1	1	0	162	3	0	0	13	0	0	0	0	0	0	0	6	16
PVP01_0008750	PVP01_0008750	PVP01_0008750		2	0	1	109	0	0	0	0	109	2	0	0	1	0	0	0	0	0	0	0	0	0
PVP01_0008770	PVP01_0008770	PVP01_0008770		0	5	10	157	0	0	0	0	117	0	0	6	10	0	0	2	0	0	0	0	3	36
PVP01_0008780	PVP01_0008780	PVP01_0008780		5	8	30	268	0	0	1	1	187	4	0	4	28	0	0	2	0	1	0	0	6	79
PVP01_0008790	PVP01_0008790	PVP01_0008790		8	12	30	308	0	0	0	0	167	8	0	4	30	0	0	0	0	0	0	0	12	137
PVP01_0008800	PVP01_0008800	PVP01_0008800		1	9	14	377	0	0	1	0	178	0	0	4	13	0	0	1	0	1	0	0	8	196
PVP01_0008810	PVP01_0008810	PVP01_0008810		8	15	50	197	0	0	0	0	146	6	0	13	50	0	1	2	0	1	0	0	14	40
PVP01_0008820	PVP01_0008820	PVP01_0008820		0	6	10	386	1	0	1	0	201	0	0	2	8	0	0	0	0	0	0	0	6	183
PVP01_0008830	PVP01_0008830	PVP01_0008830		2	13	32	199	0	0	0	0	63	0	0	14	32	0	2	3	0	0	0	0	11	126
PVP01_0008840	PVP01_0008840	PVP01_0008840		7	11	74	95	1	1	1	0	0	5	0	0	71	0	0	0	0	2	0	0	11	95
PVP01_0008850	PVP01_0008850	PVP01_0008850		0	0	1	168	0	0	0	0	168	0	0	0	1	0	0	0	0	0	0	0	0	0
PVP01_0008860	PVP01_0008860	PVP01_0008860		10	14	44	228	0	0	0	0	161	7	0	2	44	0	0	1	0	1	2	1	13	65
PVP01_0008870	PVP01_0008870	PVP01_0008870		9	5	21	252	0	0	1	0	116	8	0	0	21	0	0	0	0	1	0	0	5	136
PVP01_0008880	PVP01_0008880	PVP01_0008880		0	0	0	273	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	142
PVP01_0008890	PVP01_0008890	PVP01_0008890		8	16	41	425	0	1	3	0	359	6	0	11	37	0	1	4	0	1	0	0	13	59
PVP01_0008900	PVP01_0008900	PVP01_0008900		8	15	45	440	0	1	1	1	198	7	0	1	42	0	0	0	0	1	0	0	15	241
PVP01_0008910	PVP01_0008910	PVP01_0008910		2	0	4	279	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	279
PVP01_0008920	PVP01_0008920	PVP01_0008920		4	4	15	92	0	0	0	0	29	2	0	0	15	0	0	1	0	2	0	0	4	63
PVP01_0008930	PVP01_0008930	PVP01_0008930		6	1	2	176	1	0	0	0	81	6	0	1	1	0	0	0	0	1	0	0	1	94
PVP01_0008940	PVP01_0008940	PVP01_0008940		2	7	14	174	0	0	0	0	115	2	0	12	14	0	0	0	0	0	0	0	7	47
PVP01_0008950	PVP01_0008950	PVP01_0008950		4	10	21	173	0	0	0	0	43	3	0	0	21	0	0	1	0	1	0	0	10	130
PVP01_0008960	PVP01_0008960	PVP01_0008960		0	0	1	296	0	0	0	0	156	0	0	0	1	0	0	0	0	0	0	0	0	140
PVP01_0008970	PVP01_0008970	PVP01_0008970		4	4	15	153	0	0	0	0	61	2	0	0	15	0	0	0	2	1	0	0	4	92
PVP01_0008980	PVP01_0008980	PVP01_0008980		0	0	1	24	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	12
PVP01_0008990	PVP01_0008990	PVP01_0008990		0	0	0	67	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	52
PVP01_0009000	PVP01_0009000	PVP01_0009000		0	3	19	86	0	0	1	0	12	0	0	2	18	0	0	2	0	0	0	0	1	74
PVP01_0009010	PVP01_0009010	PVP01_0009010		4	4	18	124	0	0	1	0	68	4	0	2	17	0	0	0	0	0	0	0	4	54
PVP01_0009020	PVP01_0009020	PVP01_0009020		0	1	2	216	0	0	0	0	79	0	0	2	2	0	0	1	0	0	0	0	0	136
PVP01_0009030	PVP01_0009030	PVP01_0009030		0	4	16	173	0	0	0	0	113	0	0	3	16	0	0	1	0	0	0	0	3	58
PVP01_0009040	PVP01_0009040	PVP01_0009040		1	2	3	155	0	0	0	0	3	0	0	5	3	0	0	2	0	1	0	0	0	149
PVP01_0009050	PVP01_0009050	PVP01_0009050		2	12	72	173	0	0	0	0	1	2	0	0	72	0	0	0	0	0	0	0	12	172
PVP01_0009060	PVP01_0009060	PVP01_0009060		3	6	12	289	0	0	0	0	87	3	0	0	12	0	0	0	0	0	0	0	6	202
PVP01_0009070	PVP01_0009070	PVP01_0009070		9	16	48	274	0	0	0	0	78	8	0	8	48	0	0	1	0	1	0	0	15	189
PVP01_0009080	PVP01_0009080	PVP01_0009080		0	0	6	206	0	0	0	0	64	0	0	0	6	0	0	0	0	0	0	0	0	142
PVP01_0009090	PVP01_0009090	PVP01_0009090		0	0	2	174	0	0	0	0	70	0	0	0	2	0	0	0	0	0	0	0	0	104
PVP01_0009100	PVP01_0009100	PVP01_0009100		0	0	0	192	0	0	0	0	84	0	0	9	0	0	0	0	0	0	0	0	0	99
PVP01_0009110	PVP01_0009110	PVP01_0009110		2	0	0	107	0	0	0	0	95	2	0	0	0	0	0	0	0	0	0	0	0	12
PVP01_0009120	PVP01_0009120	PVP01_0009120		0	0	6	90	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	80
PVP01_0009130	PVP01_0009130	PVP01_0009130		3	10	26	59	0	0	0	1	32	2	0	3	25	0	0	0	0	1	0	0	10	24
PVP01_0009140	PVP01_0009140	PVP01_0009140		1	0	3	92	1	0	0	0	62	0	0	1	3	1	0	1	0	0	0	0	0	30
PVP01_0009150	PVP01_0009150	PVP01_0009150		11	5	10	8	1	3	0	0	5	8	0	2	7	0	0	1	0	3	0	0	4	2
PVP01_0009160	PVP01_0009160	PVP01_0009160		7	4	23	133	0	0	0	1	0	7	0	0	22	0	0	0	0	0	0	0	4	133
PVP01_0009170	PVP01_0009170	PVP01_0009170		1	4	29	247	0	0	0	0	127	0	0	8	29	1	0	1	0	0	0	0	3	114
PVP01_0009180	PVP01_0009180	PVP01_0009180		3	5	26	212	0	1	1	2	95	3	0	19	22	0	0	0	0	0	0	0	5	98
PVP01_0009190	PVP01_0009190	PVP01_0009190		0	4	3	265	0	0	0	0	132	0	0	14	3	0	0	2	0	0	0	0	2	121
PVP01_0009200	PVP01_0009200	PVP01_0009200		0	1	7	290	0	0	0	0	89	0	0	0	7	0	0	0	0	0	0	0	1	201
PVP01_0009210	PVP01_0009210	PVP01_0009210		9	15	43	255	0	0	1	0	116	5	0	44	43	1	0	7	0	4	0	0	12	99
PVP01_0009220	PVP01_0009220	PVP01_0009220		5	10	25	143	0	1	1	0	0	4	0	1	23	0	0	1	0	1	0	0	9	143
PVP01_0009230	PVP01_0009230	PVP01_0009230		12	6	33	336	0	0	2	3	150	10	0	9	29	0	0	2	0	2	0	0	6	177
PVP01_0009240	PVP01_0009240	PVP01_0009240		12	27	56	279	0	2	1	0	184	12	0	16	53	0	0	2	0	0	0	0	26	80
PVP01_0009250	PVP01_0009250	PVP01_0009250		1	0	0	450	0	0	0	0	150	1	0	0	0	0	0	0	0	0	0	0	0	300
PVP01_0009260	PVP01_0009260	PVP01_0009260		16	18	59	653	0	0	0	0	241	15	0	0	59	0	0	0	0	2	0	0	18	412
PVP01_0009270	PVP01_0009270	PVP01_0009270		17	13	73	602	3	0	3	0	138	16	0	1	68	1	0	1	0	0	0	0	13	464
PVP01_0009280	PVP01_0009280	PVP01_0009280		8	15	87	423	1	1	1	1	0	8	0	0	83	0	0	0	0	0	0	0	15	423
PVP01_0009290	PVP01_0009290	PVP01_0009290		9	0	1	65	0	1	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	63
PVP01_0009300	PVP01_0009300	PVP01_0009300		12	4	28	104	0	2	0	0	12	12	0	6	26	0	0	0	0	0	0	0	4	86
PVP01_0009310	PVP01_0009310	PVP01_0009310		2	29	56	124	0	0	0	0	68	2	0	23	56	0	0	2	0	0	0	0	29	33
PVP01_0009320	PVP01_0009320	PVP01_0009320		1	3	6	481	0	1	0	0	135	1	0	2	5	0	0	0	0	1	0	0	3	344
PVP01_0009330	PVP01_0009330	PVP01_0009330		32	40	154	394	2	0	2	3	139	31	0	44	147	0	0	7	0	2	0	0	35	216
PVP01_0009340	PVP01_0009340	PVP01_0009340		0	1	10	579	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	1	573
PVP01_0009350	PVP01_0009350	PVP01_0009350		2	4	9	147	0	0	0	0	119	2	0	0	9	0	0	0	0	0	0	0	4	28
PVP01_0009360	PVP01_0009360	PVP01_0009360		15	4	17	159	0	0	0	0	69	14	0	7	17	1	0	0	0	0	0	0	4	84
PVP01_0009370	PVP01_0009370	PVP01_0009370		14	3	4	213	0	0	0	1	72	14	0	0	3	0	0	0	0	0	0	0	3	141
PVP01_0009380	PVP01_0009380	PVP01_0009380		2	4	11	159	0	0	0	0	82	2	0	12	11	0	0	2	0	0	0	0	4	65
PVP01_0009390	PVP01_0009390	PVP01_0009390		3	1	9	131	0	0	0	0	15	2	0	18	9	0	0	1	0	0	1	0	1	98
PVP01_0009400	PVP01_0009400	PVP01_0009400		1	6	49	31	0	0	0	0	30	0	0	1	49	0	0	0	0	1	0	0	6	0
PVP01_0009410	PVP01_0009410	PVP01_0009410		2	0	8	237	0	2	0	0	27	2	0	0	6	0	0	0	0	0	0	0	0	210
PVP01_0009420	PVP01_0009420	PVP01_0009420		17	17	81	204	0	1	2	0	146	16	0	0	78	0	0	0	0	1	0	0	17	58
PVP01_0009430	PVP01_0009430	PVP01_0009430		4	8	32	220	0	1	0	1	5	3	0	0	31	0	0	0	0	1	0	0	8	215
PVP01_0009440	PVP01_0009440	PVP01_0009440		0	0	0	205	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0
PVP01_0009450	PVP01_0009450	PVP01_0009450		25	10	71	197	2	1	0	1	98	24	0	31	67	0	1	2	0	1	0	0	9	70
PVP01_0009460	PVP01_0009460	PVP01_0009460		2	2	12	321	0	0	0	0	87	2	0	0	12	0	0	0	0	0	0	0	2	234
PVP01_0009470	PVP01_0009470	PVP01_0009470		0	0	0	154	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	87
PVP01_0009480	PVP01_0009480	PVP01_0009480		0	0	0	195	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	3
PVP01_0009490	PVP01_0009490	PVP01_0009490		5	17	76	434	0	1	0	0	345	5	0	2	75	0	0	2	0	0	0	0	16	88
PVP01_0009500	PVP01_0009500	PVP01_0009500		7	23	83	498	2	2	0	2	143	6	0	28	78	0	0	5	0	1	0	0	19	331
PVP01_0009510	PVP01_0009510	PVP01_0009510		4	13	25	263	0	0	1	1	66	4	0	14	23	0	0	2	0	0	0	0	11	185
PVP01_0009520	PVP01_0009520	PVP01_0009520		0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120
PVP01_0009530	PVP01_0009530	PVP01_0009530		4	1	6	185	0	0	1	1	134	4	0	6	4	0	0	2	0	0	0	0	0	46
PVP01_0009540	PVP01_0009540	PVP01_0009540		8	9	52	197	0	1	0	0	114	7	0	11	51	0	0	3	0	1	0	0	7	74
