Chromosome	Gene	Start	End	Ratio
FLZR01000103	Plasmodium exported protein, unknown function(PVP01_0000070)	22766	23571	1.514032
FLZR01000103	Plasmodium exported protein, unknown function(PVP01_0000060)	19750	20668	1.378298
FLZR01000103	PIR protein(PVP01_0000050)	14215	16428	1.281889
FLZR01000103	STP1 protein(PVP01_0000040)	10224	12567	-nan
FLZR01000103	STP1 protein(PVP01_0000030)	7307	10065	1.044182
FLZR01000103	STP1 protein(PVP01_0000020)	2797	3513	0.976663
FLZR01000103	PIR protein(PVP01_0000010)	53	669	13.610921
FLZR01000104	PIR protein(PVP01_0010850)	506	1200	2.051619
FLZR01000105	PIR protein(PVP01_0010860)	23	722	2.672004
FLZR01000107	helicase, putative(PVP01_0010870)	1	1104	0.396167
FLZR01000108	PIR protein(PVP01_0010880)	3	1173	-nan
FLZR01000109	PIR protein(PVP01_0010890)	341	880	0.067866
FLZR01000112	PIR protein(PVP01_0010900)	2	925	0.795127
FLZR01000113	conserved Plasmodium protein, unknown function(PVP01_0010910)	20	496	0.035975
FLZR01000114	Plasmodium exported protein (PHIST), unknownfunction(PVP01_0006490)	69099	69669	0.005373
FLZR01000114	PIR protein(PVP01_0006480)	66227	67423	1.970908
FLZR01000114	PIR protein(PVP01_0006470)	61763	62854	0.499459
FLZR01000114	PIR protein(PVP01_0006460)	55833	56941	0.702024
FLZR01000114	Plasmodium exported protein, unknown function(PVP01_0006450)	49812	50670	0.290055
FLZR01000114	PIR protein(PVP01_0006440)	46193	47541	0.250342
FLZR01000114	PIR protein(PVP01_0006430)	40474	41520	-nan
FLZR01000114	PIR protein(PVP01_0006420)	35884	37220	0.792855
FLZR01000114	PIR protein(PVP01_0006410)	30363	32028	0.175627
FLZR01000114	(PVP01_0006400)	27049	28082	1.289636
FLZR01000114	PIR protein(PVP01_0006390)	23993	25138	0.505960
FLZR01000114	PIR protein(PVP01_0006380)	20578	21879	0.284078
FLZR01000114	PIR protein(PVP01_0006370)	16854	18156	1.487123
FLZR01000114	(PVP01_0006360)	12148	13427	0.519074
FLZR01000114	Plasmodium exported protein, unknown function(PVP01_0006350)	3087	4074	0.223600
FLZR01000114	PIR protein(PVP01_0006340)	186	701	0.061500
FLZR01000116	PIR protein(PVP01_0010920)	1	788	0.230616
FLZR01000117	PIR protein(PVP01_0010930)	669	1130	0.066878
FLZR01000119	PIR protein(PVP01_0010940)	472	1084	0.010802
FLZR01000120	PIR protein(PVP01_0010950)	285	1113	-nan
FLZR01000122	conserved Plasmodium protein, unknown function(PVP01_0010960)	42	1024	0.000000
FLZR01000125	PIR protein(PVP01_0006640)	64625	65865	0.110542
FLZR01000125	Plasmodium exported protein, unknown function(PVP01_0006630)	60419	61408	0.042704
FLZR01000125	Plasmodium exported protein, unknown function(PVP01_0006620)	56719	57333	0.213662
FLZR01000125	PIR protein(PVP01_0006610)	49934	51232	0.327699
FLZR01000125	PIR protein(PVP01_0006600)	46787	47943	0.066802
FLZR01000125	PIR protein(PVP01_0006590)	39739	41788	0.366216
FLZR01000125	PIR protein(PVP01_0006580)	34880	36177	1.761692
FLZR01000125	PIR protein(PVP01_0006570)	30699	32003	0.515109
FLZR01000125	Plasmodium exported protein, unknown function(PVP01_0006560)	26910	27911	1.440776
FLZR01000125	Plasmodium exported protein, unknown function(PVP01_0006550)	22584	23457	2.761966
FLZR01000125	Plasmodium exported protein, unknown function(PVP01_0006540)	18436	19014	0.527258
FLZR01000125	Plasmodium exported protein, unknown function(PVP01_0006530)	13455	14138	0.363166
FLZR01000125	Plasmodium exported protein, unknown function(PVP01_0006520)	8159	9144	0.128029
FLZR01000125	PIR protein(PVP01_0006510)	2912	4369	0.275731
FLZR01000125	PIR protein(PVP01_0006500)	1	876	0.009351
FLZR01000127	conserved Plasmodium protein, unknown function(PVP01_0010970)	1	1073	1.026724
FLZR01000128	PIR protein(PVP01_0010980)	110	1070	-nan
FLZR01000129	Plasmodium exported protein, unknown function(PVP01_0010990)	1	1070	0.801989
FLZR01000131	PIR protein(PVP01_0011000)	1	147	0.000000
FLZR01000132	PIR protein(PVP01_0011010)	75	970	0.729668
FLZR01000133	conserved Plasmodium protein, unknown function(PVP01_0011020)	1	1060	-nan
FLZR01000136	Plasmodium exported protein, unknown function(PVP01_0006800)	59473	60938	0.071336
FLZR01000136	Plasmodium exported protein, unknown function(PVP01_0006790)	55977	56710	0.063931
FLZR01000136	Plasmodium exported protein, unknown function(PVP01_0006780)	50856	51758	0.223587
FLZR01000136	PIR protein(PVP01_0006770)	47274	49071	0.004109
FLZR01000136	PIR protein(PVP01_0006760)	45209	46400	-nan
FLZR01000136	PIR protein(PVP01_0006750)	39776	41362	0.635062
FLZR01000136	PIR protein, fragment(PVP01_0006740)	37978	38373	0.930122
FLZR01000136	(PVP01_0006730)	35597	36091	0.212476
FLZR01000136	PIR protein(PVP01_0006720)	32243	33219	0.254153
FLZR01000136	PIR protein(PVP01_0006710)	28275	29666	0.534122
FLZR01000136	PIR protein(PVP01_0006700)	23798	25205	0.317895
FLZR01000136	PIR protein(PVP01_0006690)	19881	20557	0.736354
FLZR01000136	PIR protein(PVP01_0006680)	15159	16793	0.000000
FLZR01000136	PIR protein(PVP01_0006670)	7688	8867	0.001730
FLZR01000136	PIR protein(PVP01_0006660)	5111	5888	0.462276
FLZR01000136	(PVP01_0006650)	2490	3670	0.830347
FLZR01000140	PIR protein(PVP01_0011030)	1	863	0.073967
FLZR01000141	Plasmodium exported protein, unknown function(PVP01_0011040)	2	603	0.751546
FLZR01000145	PIR protein(PVP01_0011050)	124	348	1.204096
FLZR01000147	PIR protein(PVP01_0006960)	61515	62799	-nan
FLZR01000147	PIR protein(PVP01_0006950)	57902	58072	1.242465
FLZR01000147	PIR protein(PVP01_0006940)	55412	57002	0.325568
FLZR01000147	PIR protein(PVP01_0006930)	51901	53427	0.939660
FLZR01000147	Plasmodium exported protein, unknown function(PVP01_0006920)	47756	48703	0.579966
FLZR01000147	Plasmodium exported protein, unknown function(PVP01_0006910)	42863	44175	0.203217
FLZR01000147	PIR protein(PVP01_0006900)	39205	41012	0.416691
FLZR01000147	PIR protein(PVP01_0006890)	35861	37308	0.759298
FLZR01000147	PIR protein(PVP01_0006880)	31613	32952	0.166770
FLZR01000147	PIR protein(PVP01_0006870)	26534	27860	0.398580
FLZR01000147	PIR protein(PVP01_0006860)	22507	24055	0.243914
FLZR01000147	PIR protein(PVP01_0006850)	17634	18917	0.107786
FLZR01000147	PIR protein(PVP01_0006840)	13511	14793	0.845049
FLZR01000147	PIR protein(PVP01_0006830)	9216	10352	1.531192
FLZR01000147	PIR protein(PVP01_0006820)	6181	7266	0.036452
FLZR01000147	PIR protein(PVP01_0006810)	2213	3851	0.505231
FLZR01000148	hypothetical protein(PVP01_0007100)	63590	64114	0.168479
FLZR01000148	PIR protein(PVP01_0007090)	60454	61480	-nan
FLZR01000148	PIR protein(PVP01_0007080)	54450	55758	2.603847
FLZR01000148	Plasmodium exported protein, unknown function(PVP01_0007070)	50847	51763	0.266379
FLZR01000148	(PVP01_0007060)	46320	47331	1.323769
FLZR01000148	Plasmodium exported protein, unknown function(PVP01_0007050)	41836	42745	1.333912
FLZR01000148	PIR protein(PVP01_0007040)	37809	38907	0.864640
FLZR01000148	Plasmodium exported protein, unknown function(PVP01_0007030)	31375	32214	1.054135
FLZR01000148	Plasmodium exported protein, unknown function(PVP01_0007020)	26988	28005	1.717403
FLZR01000148	Plasmodium exported protein, unknown function(PVP01_0007010)	22822	23729	1.940062
FLZR01000148	PIR protein(PVP01_0007000)	17045	18305	1.858711
FLZR01000148	PIR protein(PVP01_0006990)	13609	15281	0.417782
FLZR01000148	PIR protein(PVP01_0006980)	9216	10519	1.953577
FLZR01000148	PIR protein(PVP01_0006970)	3926	5338	0.831108
FLZR01000149	PIR protein(PVP01_0007230)	54564	56184	0.655850
FLZR01000149	PIR protein(PVP01_0007220)	50476	52706	0.312000
FLZR01000149	Plasmodium exported protein, unknown function(PVP01_0007210)	46308	47169	0.929806
FLZR01000149	(PVP01_0007200)	41742	42753	0.201070
FLZR01000149	Plasmodium exported protein, unknown function(PVP01_0007190)	37577	38589	0.180054
FLZR01000149	PIR protein(PVP01_0007180)	32221	33443	0.200604
FLZR01000149	PIR protein(PVP01_0007170)	27846	29161	0.354080
FLZR01000149	PIR protein(PVP01_0007160)	21019	22724	0.146037
FLZR01000149	PIR protein(PVP01_0007150)	15807	17277	1.279213
FLZR01000149	PIR protein(PVP01_0007140)	11888	13030	0.075050
FLZR01000149	PIR protein(PVP01_0007130)	7982	8782	0.000000
FLZR01000149	(PVP01_0007120)	6051	6751	0.342220
FLZR01000149	PIR protein(PVP01_0007110)	1867	3312	0.123408
FLZR01000150	PIR protein(PVP01_0007350)	56517	57857	0.049769
FLZR01000150	(PVP01_0007340)	50067	51895	1.787221
FLZR01000150	PIR protein(PVP01_0007330)	45473	46647	1.228844
FLZR01000150	PIR protein(PVP01_0007320)	39735	40699	2.290264
FLZR01000150	hypothetical protein(PVP01_0007310)	32035	33327	1.753243
FLZR01000150	PIR protein(PVP01_0007300)	26666	28700	3.354849
FLZR01000150	PIR protein(PVP01_0007290)	21303	23285	3.228082
FLZR01000150	Plasmodium exported protein, unknown function(PVP01_0007280)	17424	18340	2.135754
FLZR01000150	(PVP01_0007270)	13861	14825	1.455359
FLZR01000150	Plasmodium exported protein, unknown function(PVP01_0007260)	10493	11382	1.940501
FLZR01000150	Plasmodium exported protein, unknown function(PVP01_0007250)	7355	7970	1.926960
FLZR01000150	PIR protein(PVP01_0007240)	2613	4101	1.947825
FLZR01000151	PIR protein(PVP01_0007470)	52577	54181	0.603808
FLZR01000151	PIR protein(PVP01_0007460)	47970	49395	0.035855
FLZR01000151	PIR protein(PVP01_0007450)	41301	42612	0.247319
FLZR01000151	PIR protein(PVP01_0007440)	37027	38233	0.061563
FLZR01000151	(PVP01_0007430)	31984	33614	0.112158
FLZR01000151	PIR protein(PVP01_0007420)	26976	28322	0.322800
FLZR01000151	PIR protein(PVP01_0007410)	22113	23741	0.891248
FLZR01000151	PIR protein(PVP01_0007400)	17587	18914	0.649652
FLZR01000151	PIR protein(PVP01_0007390)	13303	14519	0.103105
FLZR01000151	Plasmodium exported protein, unknown function(PVP01_0007380)	10962	11831	0.567450
FLZR01000151	Plasmodium exported protein, unknown function(PVP01_0007370)	7811	8682	0.281141
FLZR01000151	Plasmodium exported protein, unknown function(PVP01_0007360)	3848	4737	0.224963
FLZR01000152	PIR protein(PVP01_0007600)	44235	45676	0.428198
FLZR01000152	PIR protein(PVP01_0007590)	39905	41199	0.044224
FLZR01000152	PIR protein(PVP01_0007580)	37907	39009	0.001335
FLZR01000152	PIR protein(PVP01_0007570)	32153	33797	0.206366
FLZR01000152	PIR protein(PVP01_0007560)	25020	26247	0.231661
FLZR01000152	PIR protein(PVP01_0007550)	23697	24834	0.089359
FLZR01000152	PIR protein(PVP01_0007540)	19837	21095	1.438842
FLZR01000152	PIR protein(PVP01_0007530)	18687	19224	-nan
FLZR01000152	PIR protein(PVP01_0007520)	13333	14610	0.526457
FLZR01000152	PIR protein(PVP01_0007510)	9218	10375	0.886483
FLZR01000152	PIR protein(PVP01_0007500)	5052	6242	0.933429
FLZR01000152	Plasmodium exported protein, unknown function(PVP01_0007490)	1971	2566	0.000000
FLZR01000152	Plasmodium exported protein, unknown function(PVP01_0007480)	506	1427	0.302230
FLZR01000153	(PVP01_0007690)	42013	42965	-nan
FLZR01000153	Plasmodium exported protein, unknown function(PVP01_0007680)	37984	38912	2.049776
FLZR01000153	Plasmodium exported protein, unknown function(PVP01_0007670)	33432	34398	5.110417
FLZR01000153	PIR protein(PVP01_0007660)	28579	30198	1.792376
FLZR01000153	PIR protein(PVP01_0007650)	24961	26315	0.503152
FLZR01000153	PIR protein(PVP01_0007640)	20582	21685	0.305936
FLZR01000153	PIR protein(PVP01_0007630)	15254	16492	0.107199
FLZR01000153	PIR protein(PVP01_0007620)	8088	9218	0.126759
FLZR01000153	PIR protein(PVP01_0007610)	3016	4734	0.329245
FLZR01000154	PIR protein(PVP01_0001580)	328239	329065	1.747602
FLZR01000154	PIR protein(PVP01_0001570)	324334	325762	0.976752
FLZR01000154	PIR protein(PVP01_0001560)	319399	320611	1.201361
FLZR01000154	PIR protein(PVP01_0001550)	314448	315605	0.513479
FLZR01000154	Plasmodium exported protein, unknown function(PVP01_0001540)	310136	311107	1.403488
FLZR01000154	Plasmodium exported protein, unknown function(PVP01_0001530)	306459	307590	1.305491
FLZR01000154	Plasmodium exported protein, unknown function(PVP01_0001520)	302883	303533	1.404980
FLZR01000154	(PVP01_0001510)	299073	299956	1.959713
FLZR01000154	PIR protein(PVP01_0001500)	294099	295787	3.444381
FLZR01000154	PIR protein(PVP01_0001490)	287798	289916	3.111103
FLZR01000154	(PVP01_0001480)	284125	285791	1.123451
FLZR01000154	PIR protein(PVP01_0001470)	281425	282684	1.238740
FLZR01000154	PIR protein(PVP01_0001460)	276221	277414	1.219967
FLZR01000154	PIR protein(PVP01_0001450)	271117	272686	1.435960
FLZR01000154	Plasmodium exported protein (PHIST), unknownfunction(PVP01_0001440)	263634	265826	1.156359
FLZR01000154	Plasmodium exported protein (PHIST), unknownfunction(PVP01_0001430)	249607	250725	1.528229
FLZR01000154	PIR protein(PVP01_0001420)	245036	246305	1.081625
FLZR01000154	PIR protein(PVP01_0001410)	239004	240039	1.057182
FLZR01000154	PIR protein(PVP01_0001400)	233870	235297	0.948668
FLZR01000154	PIR protein(PVP01_0001390)	224884	226144	1.471464
FLZR01000154	PIR protein(PVP01_0001380)	219922	221266	0.738525
FLZR01000154	PIR protein(PVP01_0001370)	214553	215906	0.634216
FLZR01000154	PIR protein(PVP01_0001360)	210856	212128	0.032990
FLZR01000154	PIR protein(PVP01_0001350)	205780	207091	0.410864
FLZR01000154	PIR protein, fragment(PVP01_0001340)	197251	197623	0.088900
FLZR01000154	PIR protein(PVP01_0001330)	190236	191395	0.064106
FLZR01000154	PIR protein(PVP01_0001320)	183700	184963	0.338447
FLZR01000154	PIR protein(PVP01_0001310)	178765	180117	0.283503
FLZR01000154	PIR protein(PVP01_0001300)	175511	176641	0.000291
FLZR01000154	(PVP01_0001290)	171943	173400	0.477000
FLZR01000154	PIR protein(PVP01_0001280)	167090	168361	0.445975
FLZR01000154	(PVP01_0001270)	163116	164379	1.205336
FLZR01000154	PIR protein(PVP01_0001260)	159612	160773	1.394494
FLZR01000154	PIR protein(PVP01_0001250)	155553	156908	0.701063
FLZR01000154	PIR protein(PVP01_0001240)	151157	152451	0.166141
FLZR01000154	PIR protein(PVP01_0001230)	146614	147948	0.533875
FLZR01000154	PIR protein(PVP01_0001220)	142198	143521	1.236585
FLZR01000154	PIR protein(PVP01_0001210)	137172	138423	1.792612
FLZR01000154	PIR protein(PVP01_0001200)	131821	133139	0.307831
FLZR01000154	PIR protein(PVP01_0001190)	127867	129283	0.968668
FLZR01000154	PIR protein(PVP01_0001180)	120928	122336	0.089850
FLZR01000154	PIR protein(PVP01_0001170)	115703	116964	0.526762
FLZR01000154	PIR protein(PVP01_0001160)	111816	113123	0.550400
FLZR01000154	PIR protein(PVP01_0001150)	107809	109108	1.347385
FLZR01000154	PIR protein(PVP01_0001140)	103521	104820	0.088619
FLZR01000154	PIR protein(PVP01_0001130)	99494	100850	2.213077
FLZR01000154	PIR protein(PVP01_0001120)	94402	95677	0.883756
FLZR01000154	PIR protein(PVP01_0001110)	90794	92057	1.872629
FLZR01000154	PIR protein(PVP01_0001100)	85408	86740	0.936913
FLZR01000154	PIR protein(PVP01_0001090)	77777	79275	2.640607
FLZR01000154	PIR protein(PVP01_0001080)	74411	75671	1.310701
FLZR01000154	PIR protein(PVP01_0001070)	69774	71001	2.294841
FLZR01000154	PIR protein(PVP01_0001060)	66667	67747	1.609285
FLZR01000154	PIR protein(PVP01_0001050)	62454	63783	2.452523
FLZR01000154	PIR protein(PVP01_0001040)	56816	58080	4.053074
FLZR01000154	(PVP01_0001030)	52437	53777	2.243701
FLZR01000154	PIR protein(PVP01_0001020)	45210	46566	2.663981
FLZR01000154	PIR protein(PVP01_0001010)	41426	42671	3.324476
FLZR01000154	PIR protein(PVP01_0001000)	37459	38810	2.342669
FLZR01000154	PIR protein(PVP01_0000990)	33241	34551	1.739624
FLZR01000154	PIR protein(PVP01_0000980)	28381	31414	1.624328
FLZR01000154	(PVP01_0000970)	20434	21785	2.206138
FLZR01000154	PIR protein(PVP01_0000960)	15298	16809	2.453450
FLZR01000154	PIR protein(PVP01_0000950)	13297	14599	1.358024
FLZR01000154	PIR protein(PVP01_0000940)	9288	10535	3.032891
FLZR01000154	PIR protein(PVP01_0000930)	4351	5637	0.061686
FLZR01000154	PIR protein(PVP01_0000920)	3	750	0.000000
FLZR01000155	PIR protein(PVP01_0011150)	40760	42148	0.325415
FLZR01000155	PIR protein(PVP01_0011140)	35890	37589	0.118287
FLZR01000155	PIR protein(PVP01_0011130)	31875	33942	0.071194
FLZR01000155	PIR protein(PVP01_0011120)	27986	28778	0.324420
FLZR01000155	Plasmodium exported protein, unknown function(PVP01_0011110)	24070	24952	0.600901
FLZR01000155	PIR protein(PVP01_0011100)	16515	17615	0.340343
FLZR01000155	PIR protein(PVP01_0011090)	12415	13807	0.952958
FLZR01000155	PIR protein(PVP01_0011080)	8225	9460	0.691012
FLZR01000155	PIR protein(PVP01_0011070)	3657	4931	0.145336
FLZR01000155	PIR protein(PVP01_0011060)	676	1517	-nan
FLZR01000156	PIR protein(PVP01_0011160)	177	1546	0.376135
FLZR01000157	PIR protein(PVP01_0007810)	41626	43062	1.664626
FLZR01000157	PIR protein(PVP01_0007800)	37229	38171	-nan
FLZR01000157	PIR protein(PVP01_0007790)	36372	36551	0.000000
FLZR01000157	PIR protein(PVP01_0007780)	31877	33116	1.135676
FLZR01000157	Plasmodium exported protein, unknown function(PVP01_0007770)	28397	29284	3.035673
FLZR01000157	PIR protein(PVP01_0007760)	25237	26557	2.780320
FLZR01000157	PIR protein(PVP01_0007750)	21440	22750	0.862696
FLZR01000157	PIR protein(PVP01_0007740)	17757	19323	0.254694
FLZR01000157	PIR protein(PVP01_0007730)	12964	14651	0.327227
FLZR01000157	PIR protein(PVP01_0007720)	8926	10875	1.345709
FLZR01000157	Plasmodium exported protein, unknown function(PVP01_0007710)	4634	5630	0.745722
FLZR01000157	Plasmodium exported protein, unknown function(PVP01_0007700)	1650	2462	3.197831
FLZR01000158	PIR protein(PVP01_0007910)	37269	39127	0.339090
FLZR01000158	PIR protein(PVP01_0007900)	30627	32114	1.118947
FLZR01000158	PIR protein(PVP01_0007890)	27466	28679	1.317294
FLZR01000158	PIR protein(PVP01_0007880)	24880	25394	-nan
FLZR01000158	PIR protein(PVP01_0007870)	19163	20282	1.345326
FLZR01000158	PIR protein(PVP01_0007860)	17557	18585	0.507088
FLZR01000158	(PVP01_0007850)	15555	16469	0.335005
FLZR01000158	Plasmodium exported protein, unknown function(PVP01_0007840)	9882	11409	2.310870
FLZR01000158	PIR protein(PVP01_0007830)	5509	7518	1.095301
FLZR01000158	PIR protein(PVP01_0007820)	1306	2870	0.394345
FLZR01000159	Plasmodium exported protein, unknown function(PVP01_0008010)	38114	38918	1.786709
FLZR01000159	Plasmodium exported protein, unknown function(PVP01_0008000)	37340	38021	0.753583
FLZR01000159	Plasmodium exported protein, unknown function(PVP01_0007990)	34154	34908	0.077336
FLZR01000159	Plasmodium exported protein, unknown function(PVP01_0007980)	31715	32124	-nan
FLZR01000159	PIR protein(PVP01_0007970)	27015	28251	0.893734
FLZR01000159	PIR protein(PVP01_0007960)	23494	24624	-nan
FLZR01000159	PIR protein(PVP01_0007950)	14392	14903	-nan
FLZR01000159	PIR protein(PVP01_0007940)	11427	12546	0.000000
FLZR01000159	PIR protein(PVP01_0007930)	8665	9856	0.124903
FLZR01000159	PIR protein(PVP01_0007920)	3979	5468	0.861967
FLZR01000160	PIR protein(PVP01_0008110)	37466	39267	0.273705
FLZR01000160	PIR protein(PVP01_0008100)	35880	36932	0.084350
FLZR01000160	PIR protein(PVP01_0008090)	30086	32315	-nan
FLZR01000160	Plasmodium exported protein, unknown function(PVP01_0008080)	26760	27708	0.075040
FLZR01000160	Plasmodium exported protein, unknown function(PVP01_0008070)	21872	22901	1.092199
FLZR01000160	Plasmodium exported protein, unknown function(PVP01_0008060)	18250	19115	0.704681
FLZR01000160	PIR protein(PVP01_0008050)	13957	15245	0.215445
FLZR01000160	PIR protein(PVP01_0008040)	9978	11088	0.366295
FLZR01000160	PIR protein(PVP01_0008030)	5466	6423	-nan
FLZR01000160	PIR protein(PVP01_0008020)	3007	4420	0.404564
FLZR01000161	PIR protein(PVP01_0008190)	35483	36817	0.828399
FLZR01000161	PIR protein(PVP01_0008180)	30975	32133	0.224008
FLZR01000161	PIR protein(PVP01_0008170)	25449	26702	2.302139
FLZR01000161	Plasmodium exported protein, unknown function(PVP01_0008160)	20423	21160	0.550890
FLZR01000161	PIR protein(PVP01_0008150)	13462	14575	1.832955
FLZR01000161	Plasmodium exported protein, unknown function(PVP01_0008140)	10869	11774	2.126221
FLZR01000161	Plasmodium exported protein, unknown function(PVP01_0008130)	6720	7635	0.357456
FLZR01000161	PIR protein(PVP01_0008120)	2501	3370	4.877740
